Angel	zht	天使
Angrath	de	Angrath
Angrath	es	Angrath
Angrath	fr	Angrath
Angrath	it	Angrath
Angrath	ja	アングラス
Angrath	ko	앙그라스
Angrath	pt	Angrath
Angrath	ru	Анграт
Angrath	zhs	安戈斯
Angrath	zht	安戈斯
Antausia	de	Antausia
Antausia	es	Antausia
Antausia	fr	Antausia
Antausia	it	Antausia
Antausia	ja	アンタウシア
Antausia	pt	Antausia
Antausia	zhs	安陶西亚
Antelope	de	Antilope
Antelope	es	Antílope
Antelope	fr	antilope
Antelope	it	Antilope
Antelope	ja	アンテロープ
Antelope	ko	영양
Antelope	pt	Antílope
Antelope	ru	Антилопа
Antelope	zhs	羚羊
Antelope	zht	羚羊
Ape	de	Menschenaffe
Ape	es	Simio
Ape	fr	grand singe
Ape	it	Scimpanzé
Ape	ja	類人猿
Ape	ko	유인원
Ape	pt	Símio
Ape	ru	Обезьяна
Ape	zhs	猿猴
Ape	zht	猿猴
Arcane	de	Arkan
Arcane	es	Arcano
Arcane	fr	arcane
Arcane	it	Arcano
Arcane	ja	秘儀
Arcane	pt	Arcana
Arcane	ru	Тайные_знания
Arcane	zhs	古咒
Arcane	zht	古咒
Arcavios	de	Arcavios
Arcavios	es	Arcavios
Arcavios	fr	Arcavios
Arcavios	it	Arcavios
Arcavios	ja	アルケヴィオス
Arcavios	pt	Arcávios
Arcavios	zhs	阿凯维沃
Archer	de	Bogenschütze
Archer	es	Arquero
Archer	fr	archer
Archer	it	Arciere
Archer	ja	射手
Archer	ko	궁수
Archer	pt	Arqueiro
Archer	ru	Лучник
Archer	zhs	弓箭手
Archer	zht	弓箭手
Archon	de	Archon
Archon	es	Arconte
Archon	fr	archonte
Archon	it	Arconte
Archon	ja	執政官
Archon	ko	집정관
Archon	pt	Arconte
Archon	ru	Архонт
Archon	zhs	统领
Archon	zht	統領
Arkhos	de	Arkhos
Arkhos	es	Arkhos
Arkhos	fr	Arkhos
Arkhos	it	Arkhos
Arkhos	ja	アーコス
Arlinn	de	Arlinn
Arlinn	es	Arlinn
Arlinn	fr	Arlinn
Arlinn	it	Arlinn
Arlinn	ja	アーリン
Arlinn	ko	아를린
Arlinn	pt	Arlinn
Arlinn	ru	Арлинн
Arlinn	zhs	雅琳
Arlinn	zht	雅琳
Armadillo	de	Gürteltier
Armadillo	es	Armadillo
Armadillo	fr	tatou
Armadillo	it	Armadillo
Armadillo	ja	アルマジロ
Armadillo	pt	Tatu
Armadillo	zhs	犰狳
Artifact	de	Artefakt
Artifact	es	Artefacto
Artifact	fr	Artefact
Artifact	it	Artefatto
Artifact	ja	アーティファクト
Artifact	ko	마법물체
Artifact	ph	|CsYneDh CEpmt.
Artifact	pt	Artefato
Artifact	qya	
Artifact	ru	Артефакт
Artifact	zhs	神器
Artifact	zht	神器
Artifact Creature	de	Artefaktkreatur
Artifact Creature	es	Criatura artefacto
Artifact Creature	fr	Créature-artefact
Artifact Creature	it	Creatura Artefatto
Artifact Creature	ja	アーティファクト・クリーチャー
Artifact Creature	ko	마법물체 생물
Artifact Creature	ph	|CsYneDhfuDs fyrs,gSMUAS.
Artifact Creature	pt	Criatura Artefato
Artifact Creature	ru	Артефакт Существо
Artifact Creature	zhs	神器生物
Artifact Creature	zht	神器生物
Artifact Land	de	Artefakt, Land
Artifact Land	es	Tierra artefacto
Artifact Land	fr	Terrain-artefact
Artifact Land	it	Terra Artefatto
Artifact Land	ja	アーティファクト・土地
Artifact Land	ko	마법물체 대지
Artifact Land	pt	Terreno Artefato
Artifact Land	ru	Артефакт Земля
Artifact Land	zhs	神器地
Artifact Land	zht	神器地
Artificer	de	Handwerker
Artificer	es	Artífice
Artificer	fr	artificier
Artificer	it	Artefice
Artificer	ja	工匠
Artificer	ko	기능공
Artificer	pt	Artesão
Artificer	ru	Механик
Artificer	zhs	神器师
Artificer	zht	神器師
Ashiok	de	Ashiok
Ashiok	es	Ashiok
Ashiok	fr	Ashiok
Ashiok	it	Ashiok
Ashiok	ja	アショク
Ashiok	ko	아시오크
Ashiok	pt	Ashiok
Ashiok	ru	Ашиок
Ashiok	zhs	安梭苛
Ashiok	zht	安梭苛
Assassin	de	Assassine
Assassin	es	Asesino
Assassin	fr	assassin
Assassin	it	Assassino
Assassin	ja	暗殺者
Assassin	ko	암살자
Assassin	pt	Assassino
Assassin	ru	Убийца
Assassin	zhs	杀手
Assassin	zht	殺手
Assembly-Worker	de	Montagearbeiter
Assembly-Worker	es	Operario
Assembly-Worker	fr	ouvrier spécialisé
Assembly-Worker	it	Addetto-al-Montaggio
Assembly-Worker	ja	組立作業員
Assembly-Worker	ko	조립공
Assembly-Worker	pt	Operário de Linha de Montagem
Assembly-Worker	ru	Рабочий-Сборщик
Assembly-Worker	zhs	组装工人
Assembly-Worker	zht	組裝工人
Astartes	de	Astartes
Astartes	es	astartes
Astartes	fr	astartes
Astartes	it	Astartes
Astartes	ja	アスタルテス
Astartes	pt	Astartes
Astartes	zhs	阿斯塔特
Atog	de	Atog
Atog	es	Atog
Atog	fr	Atog
Atog	it	Atog
Atog	ja	エイトグ
Atog	pt	Atogue
Atog	ru	- Атог
Atog	zhs	阿托格
Aura	de	Aura
Aura	es	Aura
Aura	fr	aura
Aura	it	Aura
Aura	ja	オーラ
Aura	ko	마법진
Aura	pt	Aura
Aura	ru	Аура
Aura	zhs	灵气
Aura	zht	靈氣
Aurochs	de	Auerochse
Aurochs	es	Uro
Aurochs	fr	aurochs
Aurochs	it	Uri
Aurochs	ja	オーロクス
Aurochs	pt	Auroques
Aurochs	zhs	原牛
Avatar	de	Avatar
Avatar	es	Avatar
Avatar	fr	avatar
Avatar	it	Avatar
Avatar	ja	アバター
Avatar	ko	화신
Avatar	pt	Avatar
Avatar	ru	Аватара
Avatar	zhs	圣者
Avatar	zht	聖者
Avishkar	de	Kaladesh
Avishkar	es	Kaladesh
Avishkar	fr	Kaladesh
Avishkar	it	Kaladesh
Avishkar	ja	カラデシュ
Avishkar	pt	Kaladesh
Avishkar	zhs	卡拉德许
Azgol	de	Azgol
Azgol	es	Azgol
Azgol	fr	Azgol
Azgol	it	Azgol
Azgol	ja	アズゴル
Azra	de	Azra
Azra	es	azra
Azra	fr	azra
Azra	it	Azra
Azra	ja	アズラ
Azra	pt	Azra
Azra	ru	Азра
Azra	zhs	亚札人
Azra	zht	亞札人
Background	de	Hintergrund
Background	es	Trasfondo
Background	fr	passé
Background	it	Background
Background	ja	背景
Background	ko	배경
Background	pt	Antecedente
Background	ru	Предыстория
Background	zhs	身世
Background	zht	身世
Badger	de	Dachs
Badger	es	Tejón
Badger	fr	blaireau
Badger	it	Tasso
Badger	ja	アナグマ
Badger	ko	오소리
Badger	pt	Texugo
Badger	ru	Барсук
Badger	zhs	獾
Badger	zht	獾
Bahamut	de	Bahamut
Bahamut	es	Bahamut
Bahamut	fr	Bahamut
Bahamut	it	Bahamut
Bahamut	ja	バハムート
Bahamut	ko	바하무트
Bahamut	pt	Bahamut
Bahamut	ru	Бахамут
Bahamut	zhs	巴哈姆特
Bahamut	zht	巴哈姆特
Barbarian	de	Barbar
Barbarian	es	Bárbaro
Barbarian	fr	barbare
Barbarian	it	Barbaro
Barbarian	ja	バーバリアン
Barbarian	ko	야만인
Barbarian	pt	Bárbaro
Barbarian	ru	Варвар
Barbarian	zhs	野蛮人
Barbarian	zht	野蠻人
Bard	de	Barde
Bard	es	Bardo
Bard	fr	barde
Bard	it	Bardo
Bard	ja	バード
Bard	ko	음유시인
Bard	pt	Bardo
Bard	ru	Бард
Bard	zhs	诗人
Bard	zht	詩人
Basic Land	de	Standardland
Basic Land	es	Tierra básica
Basic Land	fr	Terrain de base
Basic Land	it	Terra Base
Basic Land	ja	基本土地
Basic Land	ko	기본 대지
Basic Land	ph	|zOPEDt,ZFGK Ceghm.
Basic Land	pt	Terreno Básico
Basic Land	ru	Базовая Земля
Basic Land	zhs	基本地
Basic Land	zht	基本地
Basic Snow Land	de	Verschneites Standardland
Basic Snow Land	es	Tierra básica nevada
Basic Snow Land	fr	Terrain neigeux de base
Basic Snow Land	it	Terra Neve Base
Basic Snow Land	ja	基本氷雪土地
Basic Snow Land	ko	기본 눈 대지
Basic Snow Land	pt	Terreno da Neve Básico
Basic Snow Land	ru	Базовая Снежная Земля
Basic Snow Land	zhs	雪境基本地
Basic Snow Land	zht	雪境基本地
Basilisk	de	Basilisk
Basilisk	es	Basilisco
Basilisk	fr	basilic
Basilisk	it	Basilisco
Basilisk	ja	バジリスク
Basilisk	ko	바실리스크
Basilisk	pt	Basilisco
Basilisk	ru	Василиск
Basilisk	zhs	蜥怪
Basilisk	zht	蜥怪
Basri	de	Basri
Basri	es	Basri
Basri	fr	Basri
Basri	it	Basri
Basri	ja	バスリ
Basri	ko	바스리
Basri	pt	Basri
Basri	ru	Базри
Basri	zhs	巴席利
Basri	zht	巴席利
Bat	de	Fledermaus
Bat	es	Murciélago
Bat	fr	chauve-souris
Bat	it	Pipistrello
Bat	ja	コウモリ
Bat	ko	박쥐
Bat	pt	Morcego
Bat	ru	Летучая_мышь
Bat	zhs	蝙蝠
Bat	zht	蝙蝠
Battle	de	Schlacht
Battle	es	Batalla
Battle	fr	Bataille
Battle	it	Battaglia
Battle	ja	バトル
Battle	pt	Batalha
Battle	zhs	战役
Bear	de	Bär
Bear	es	Oso
Bear	fr	ours
Bear	it	Orso
Bear	ja	熊
Bear	ko	곰
Bear	pt	Urso
Bear	ru	Медведь
Bear	zhs	熊
Bear	zht	熊
Beast	de	Bestie
Beast	es	Bestia
Beast	fr	bête
Beast	it	Bestia
Beast	ja	ビースト
Beast	ko	야수
Beast	pt	Besta
Beast	ru	Зверь
Beast	zhs	野兽
Beast	zht	野獸
Beeble	de	Bobbel
Beholder	de	Betrachter
Beholder	es	Contemplador
Beholder	fr	tyrannœil
Beholder	it	Beholder
Beholder	ja	ビホルダー
Beholder	ko	비홀더
Beholder	pt	Observador
Beholder	ru	Злобоглаз
Beholder	zhs	眼魔
Beholder	zht	眼魔
Belenon	de	Belenon
Belenon	es	Bélenon
Belenon	fr	Belenon
Belenon	it	Belenon
Belenon	ja	ベレノン
Berserker	de	Berserker
Berserker	es	Berserker
Berserker	fr	berserker
Berserker	it	Berserker
Berserker	ja	狂戦士
Berserker	ko	광전사
Berserker	pt	Amoque
Berserker	ru	Берсерк
Berserker	zhs	狂战士
Berserker	zht	狂戰士
Bird	de	Vogel
Bird	es	Ave
Bird	fr	oiseau
Bird	it	Uccello
Bird	ja	鳥
Bird	ko	조류
Bird	pt	Ave
Bird	ru	Птица
Bird	zhs	鸟
Bird	zht	鳥
Boar	de	Wildschwein
Boar	es	Jabalí
Boar	fr	sanglier
Boar	it	Cinghiale
Boar	ja	猪
Boar	ko	멧돼지
Boar	pt	Javali
Boar	ru	Вепрь
Boar	zhs	野猪
Boar	zht	野豬
Bobblehead	de	Wackelpuppe
Bobblehead	es	Cabezón
Bobblehead	fr	figurine
Bobblehead	it	Statuetta
Bobblehead	ja	ボブルヘッド
Bobblehead	zhs	娃娃
Bolas	de	Bolas
Bolas	es	Bolas
Bolas	fr	Bolas
Bolas	it	Bolas
Bolas	ja	ボーラス
Bolas	ko	볼라스
Bolas	pt	Nicol Bolas
Bolas	ru	Болас
Bolas	zhs	波拉斯
Bolas	zht	波拉斯
Bringer	de	Bringer
Bringer	es	Adalid
Bringer	fr	annonciateur
Bringer	it	Portatore
Bringer	ja	運び手
Bringer	pt	Portador
Bringer	zhs	信使
Brushwagg	de	Buschköter
Brushwagg	es	Yerbamala
Brushwagg	fr	bosquérisson
Brushwagg	it	Burlarbusto
Brushwagg	ja	ブラッシュワグ
Brushwagg	ko	브러시와그
Brushwagg	pt	Tojo
Brushwagg	ru	Брушвагг
Brushwagg	zhs	丛枝兽
Brushwagg	zht	叢枝獸
C'tan	de	C'tan
C'tan	es	C'tan
C'tan	fr	c'tan
C'tan	it	C'tan
C'tan	ja	ク＝タン
C'tan	pt	C'tan
C'tan	zhs	星神
Calix	de	Calix
Calix	es	Cálix
Calix	fr	Calix
Calix	it	Calix
Calix	ja	ケイリクス
Calix	ko	칼릭스
Calix	pt	Calix
Calix	ru	Каликс
Calix	zhs	凯利斯
Calix	zht	凱利斯
Camel	de	Kamel
Camel	es	Camello
Camel	fr	chameau
Camel	it	Cammello
Camel	ja	ラクダ
Camel	ko	낙타
Camel	pt	Camelo
Camel	ru	Верблюд
Camel	zhs	骆驼
Camel	zht	駱駝
Capenna	de	Capenna
Capenna	es	Capenna
Capenna	fr	Capenna
Capenna	it	Capenna
Capenna	ja	カペナ
Capenna	pt	Capenna
Capenna	zhs	卡佩纳
Capybara	de	Wasserschwein
Capybara	es	Capibara
Capybara	fr	capybara
Capybara	it	Capibara
Capybara	ja	カピバラ
Capybara	pt	Capivara
Capybara	zhs	水豚
Carrier	de	Überträger
Carrier	es	Portador
Carrier	fr	propagateur
Carrier	it	Latore
Carrier	ja	キャリアー
Carrier	zhs	病媒
Cartouche	de	Kartusche
Cartouche	es	cartucho
Cartouche	fr	cartouche
Cartouche	it	Cartiglio
Cartouche	ja	カルトーシュ
Cartouche	ko	카르투슈
Cartouche	pt	Cártula
Cartouche	ru	Картуш
Cartouche	zhs	魔符
Cartouche	zht	魔符
Case	de	Fall
Case	es	Caso
Case	fr	affaire
Case	it	Caso
Case	ja	事件
Case	pt	Caso
Case	zhs	案件
Cat	de	Katze
Cat	es	Felino
Cat	fr	chat
Cat	it	Felino
Cat	ja	猫
Cat	ko	고양이
Cat	pt	Felino
Cat	ru	Кошка
Cat	zhs	猫
Cat	zht	貓
Cave	de	Höhle
Cave	es	Cueva
Cave	fr	caverne
Cave	it	Caverna
Cave	ja	洞窟
Cave	pt	Caverna
Cave	zhs	洞窟
Centaur	de	Zentaur
Centaur	es	Centauro
Centaur	fr	centaure
Centaur	it	Centauro
Centaur	ja	ケンタウルス
Centaur	ko	켄타우로스
Centaur	pt	Centauro
Centaur	ru	Кентавр
Centaur	zhs	半人马
Centaur	zht	半人馬
Chandra	de	Chandra
Chandra	es	Chandra
Chandra	fr	Chandra
Chandra	it	Chandra
Chandra	ja	チャンドラ
Chandra	ko	찬드라
Chandra	pt	Chandra
Chandra	ru	Чандра
Chandra	zhs	茜卓
Chandra	zht	茜卓
Chimera	de	Chimäre
Chimera	es	Quimera
Chimera	fr	chimère
Chimera	it	Chimera
Chimera	ja	キマイラ
Chimera	ko	키메라
Chimera	pt	Quimera
Chimera	ru	Химера
Chimera	zhs	盖美拉
Chimera	zht	蓋美拉
Citizen	de	Bürger
Citizen	es	Ciudadano
Citizen	fr	citoyen
Citizen	it	Cittadino
Citizen	ja	市民
Citizen	ko	시민
Citizen	pt	Cidadão
Citizen	ru	Гражданин
Citizen	zhs	市民
Citizen	zht	市民
Class	de	Klasse
Class	es	Clase
Class	fr	classe
Class	it	Classe
Class	ja	クラス
Class	ko	직업
Class	pt	Classe
Class	ru	Класс
Class	zhs	职业
Class	zht	職業
Cleric	de	Kleriker
Cleric	es	Clérigo
Cleric	fr	clerc
Cleric	it	Chierico
Cleric	ja	クレリック
Cleric	ko	성직자
Cleric	pt	Clérigo
Cleric	ru	Священник
Cleric	zhs	僧侣
Cleric	zht	僧侶
Clown	de	Clown
Clown	es	Payaso
Clown	fr	clown
Clown	it	Clown
Clown	ja	道化師
Clue	de	Hinweis
Clue	es	Pista
Clue	fr	indice
Clue	it	Indizio
Clue	ja	手掛かり
Clue	ko	단서
Clue	pt	Pista
Clue	ru	Улика
Clue	zhs	线索
Clue	zht	線索
Cockatrice	de	Cocatrisk
Cockatrice	es	Cocatriz
Cockatrice	fr	cocatrix
Cockatrice	it	Coccatrice
Cockatrice	ja	コカトリス
Cockatrice	ko	코카트리스
Cockatrice	pt	Cocatriz
Cockatrice	ru	Куролиск
Cockatrice	zhs	石化鸡蛇
Cockatrice	zht	石化雞蛇
Conspiracy	ja	策略
Conspiracy	zhs	诡局
Construct	de	Konstrukt
Construct	es	Constructo
Construct	fr	construction
Construct	it	Costrutto
Construct	ja	構築物
Construct	ko	자동기계
Construct	pt	Constructo
Construct	ru	Конструкция
Construct	zhs	组构体
Construct	zht	組構體
Coward	de	Feigling
Coward	es	Cobarde
Coward	fr	couard
Coward	it	Vigliacco
Coward	ja	臆病者
Coward	ko	겁쟁이
Coward	pt	Covarde
Coward	ru	Трус
Coward	zhs	懦夫
Coward	zht	懦夫
Coyote	de	Kojote
Coyote	es	Coyote
Coyote	fr	coyote
Coyote	it	Coyote
Coyote	ja	コヨーテ
Coyote	pt	Coiote
Coyote	zhs	郊狼
Crab	de	Krabbe
Crab	es	Cangrejo
Crab	fr	crabe
Crab	it	Granchio
Crab	ja	カニ
Crab	ko	게
Crab	pt	Caranguejo
Crab	ru	Краб
Crab	zhs	蟹
Crab	zht	蟹
Creature	ar	مخلوق – باسلْ ليسك
Creature	de	Kreatur
Creature	es	Criatura
Creature	fr	Créature
Creature	grc	Θηρίον
Creature	he	יצור
Creature	it	Creatura
Creature	ja	クリーチャー
Creature	ko	생물
Creature	la	Animal
Creature	ph	|fuDs fyrs,DOnF%,ZYtc&FtA.
Creature	pt	Criatura
Creature	ru	Существо
Creature	sa	भूतम् पशु
Creature	zhs	生物
Creature	zht	生物
Cridhe	de	Cridhe
Cridhe	es	Cridhe
Cridhe	fr	Cridhe
Cridhe	it	Cridhe
Cridhe	ja	クリーデ
Cridhe	pt	Cridhe
Cridhe	zhs	克莱哲
Crocodile	de	Krokodil
Crocodile	es	Cocodrilo
Crocodile	fr	crocodile
Crocodile	it	Coccodrillo
Crocodile	ja	クロコダイル
Crocodile	ko	악어
Crocodile	pt	Crocodilo
Crocodile	ru	Крокодил
Crocodile	zhs	鳄鱼
Crocodile	zht	鱷魚
Curse	de	Fluch
Curse	es	maldición
Curse	fr	malédiction
Curse	it	Anatema
Curse	ja	呪い
Curse	ko	저주
Curse	pt	Maldição
Curse	ru	Проклятие
Curse	zhs	诅咒
Curse	zht	詛咒
Custodes	de	Custodes
Custodes	es	custodes
Custodes	fr	custodes
Custodes	it	Custodes
Custodes	ja	近衛団
Custodes	pt	Custodes
Custodes	zhs	禁军
Cyberman	de	Cyberman
Cyberman	fr	cyberman
Cyberman	ja	サイバーマン
Cyclops	de	Zyklop
Cyclops	es	Cíclope
Cyclops	fr	cyclope
Cyclops	it	Ciclope
Cyclops	ja	サイクロプス
Cyclops	ko	키클롭스
Cyclops	pt	Ciclope
Cyclops	ru	Циклоп
Cyclops	zhs	独眼巨人
Cyclops	zht	獨眼巨人
Dack	ja	ダク
Dack	zhs	戴克
Dakkon	de	Dakkon
Dakkon	es	Dakkon
Dakkon	fr	Dakkon
Dakkon	it	Dakkon
Dakkon	ja	ダッコン
Dakkon	ko	다콘
Dakkon	pt	Dakkon
Dakkon	ru	Даккон
Dakkon	zhs	达肯
Dakkon	zht	達肯
Dalek	de	Dalek
Dalek	fr	dalek
Dalek	ja	ダーレク
Daretti	de	Daretti
Daretti	es	Daretti
Daretti	fr	Daretti
Daretti	it	Daretti
Daretti	ja	ダレッティ
Daretti	pt	Daretti
Daretti	ru	Даретти
Daretti	zhs	达雷迪
Daretti	zht	達雷迪
Darillium	de	Darillium
Darillium	fr	Darillium
Darillium	ja	ダリリアム
Dauthi	de	Dauthi
Dauthi	es	dauti
Dauthi	fr	dauthi
Dauthi	it	Dauthi
Dauthi	ja	ダウスィー
Dauthi	pt	Dauthi
Dauthi	ru	Доути
Dauthi	zhs	道西
Dauthi	zht	道西
Davriel	de	Davriel
Davriel	es	Davriel
Davriel	fr	Davriel
Davriel	it	Davriel
Davriel	ja	ダブリエル
Davriel	ko	다브리엘
Davriel	pt	Davriel
Davriel	ru	Давриэль
Davriel	zhs	达夫黎
Davriel	zht	達夫黎
Demigod	de	Halbgott
Demigod	es	Semidiós
Demigod	fr	demi-dieu
Demigod	it	Semidio
Demigod	ja	亜神
Demigod	ko	반신
Demigod	pt	Semideus
Demigod	ru	Полубог
Demigod	zhs	半神
Demigod	zht	半神
Demon	de	Dämon
Demon	es	Demonio
Demon	fr	démon
Demon	it	Demone
Demon	ja	デーモン
Demon	ko	악마
Demon	pt	Demônio
Demon	ru	Демон
Demon	zhs	恶魔
Demon	zht	惡魔
Desert	de	Wüste
Desert	es	Desierto
Desert	fr	désert
Desert	it	Deserto
Desert	ja	砂漠
Desert	ko	사막
Desert	pt	Deserto
Desert	ru	Пустыня
Desert	zhs	沙漠
Desert	zht	沙漠
Detective	de	Detektiv
Detective	es	Detective
Detective	fr	détective
Detective	it	Detective
Detective	ja	探偵
Detective	pt	Detetive
Detective	zhs	侦探
Devil	de	Teufel
Devil	es	Diablo
Devil	fr	diable
Devil	it	Diavolo
Devil	ja	デビル
Devil	ko	악령
Devil	pt	Diabo
Devil	ru	Дьявол
Devil	zhs	魔鬼
Devil	zht	魔鬼
Dihada	de	Dihada
Dihada	es	Dihada
Dihada	fr	Dihada
Dihada	it	Dihada
Dihada	ja	ディハーダ
Dihada	ko	디하다
Dihada	pt	Dihada
Dihada	ru	Дихада
Dihada	zhs	迪哈达
Dihada	zht	迪哈達
Dinosaur	de	Dinosaurier
Dinosaur	es	Dinosaurio
Dinosaur	fr	dinosaure
Dinosaur	it	Dinosauro
Dinosaur	ja	恐竜
Dinosaur	ko	공룡
Dinosaur	pt	Dinossauro
Dinosaur	ru	Динозавр
Dinosaur	zhs	恐龙
Dinosaur	zht	恐龍
Djinn	de	Dschinn
Djinn	es	Djinn
Djinn	fr	djinn
Djinn	it	Genio
Djinn	ja	ジン
Djinn	ko	지니
Djinn	pt	Gênio
Djinn	ru	Джинн
Djinn	zhs	巨灵
Djinn	zht	巨靈
Doctor	de	Doctor
Doctor	es	Doctor
Doctor	fr	médecin
Doctor	it	Dottore
Doctor	ja	医者
Doctor	zhs	医生
Dog	de	Hund
Dog	es	Perro
Dog	fr	chien
Dog	it	Canide
Dog	ja	犬
Dog	ko	사냥개
Dog	pt	Cão
Dog	ru	Пес
Dog	zhs	狗
Dog	zht	獵犬
Dominaria	de	Dominaria
Dominaria	es	Dominaria
Dominaria	fr	Dominaria
Dominaria	it	Dominaria
Dominaria	ja	ドミナリア
Dominaria	pt	Dominária
Dominaria	zhs	多明纳里亚
Domri	de	Domri
Domri	es	Domri
Domri	fr	Domri
Domri	it	Domri
Domri	ja	ドムリ
Domri	ko	돔리
Domri	pt	Domri
Domri	ru	Домри
Domri	zhs	多密
Domri	zht	多密
Dovin	de	Dovin
Dovin	es	Dovin
Dovin	fr	Dovin
Dovin	it	Dovin
Dovin	ja	ドビン
Dovin	ko	도빈
Dovin	pt	Dovin
Dovin	ru	Довин
Dovin	zhs	多温
Dovin	zht	多溫
Dragon	de	Drache
Dragon	es	Dragón
Dragon	fr	dragon
Dragon	it	Drago
Dragon	ja	ドラゴン
Dragon	ko	용
Dragon	pt	Dragão
Dragon	ru	Дракон
Dragon	zhs	龙
Dragon	zht	龍
Drake	de	Sceada
Drake	es	Draco
Drake	fr	drakôn
Drake	it	Draghetto
Drake	ja	ドレイク
Drake	ko	드레이크
Drake	pt	Dragonete
Drake	ru	Дрейк
Drake	zhs	龙兽
Drake	zht	龍獸
Dreadnought	de	Schlachtschiff
Dreadnought	es	Acorazado
Dreadnought	fr	cuirassé
Dreadnought	it	Sterminatore
Dreadnought	ja	ドレッドノート
Dreadnought	pt	Couraçado
Dreadnought	zhs	无畏舰
Drone	de	Drohne
Drone	es	Zángano
Drone	fr	drone
Drone	it	Drone
Drone	ja	ドローン
Drone	ko	드론
Drone	pt	Zangão
Drone	ru	Дрон
Drone	zhs	奴兽
Drone	zht	奴獸
Druid	de	Druide
Druid	es	Druida
Druid	fr	druide
Druid	it	Druido
Druid	ja	ドルイド
Druid	ko	드루이드
Druid	pt	Druida
Druid	ru	Друид
Druid	zhs	德鲁伊
Druid	zht	德魯伊
Dryad	de	Dryade
Dryad	es	Dríada
Dryad	fr	dryade
Dryad	it	Driade
Dryad	ja	ドライアド
Dryad	ko	드라이어드
Dryad	pt	Dríade
Dryad	ru	Дриада
Dryad	zhs	树灵
Dryad	zht	樹靈
Dwarf	de	Zwerg
Dwarf	es	Enano
Dwarf	fr	nain
Dwarf	it	Nano
Dwarf	ja	ドワーフ
Dwarf	ko	드워프
Dwarf	pt	Anão
Dwarf	ru	Гном
Dwarf	zhs	矮人
Dwarf	zht	矮人
Earth	de	Erde
Earth	fr	Terre
Earth	ja	地球
Echoir	de	Echoir
Echoir	es	Echoir
Echoir	fr	Echoïr
Echoir	it	Echoir
Echoir	ja	エコワール
Echoir	pt	Echoir
Echoir	zhs	埃圭尔
Efreet	de	Ifrit
Efreet	es	Efrit
Efreet	fr	éfrit
Efreet	it	Efreet
Efreet	ja	イフリート
Efreet	ko	이프리트
Efreet	pt	Efrite
Efreet	ru	Ифрит
Efreet	zhs	魔神
Efreet	zht	魔神
Egg	de	Ei
Egg	es	Huevo
Egg	fr	œuf
Egg	it	Uovo
Egg	ja	卵
Egg	ko	알
Egg	pt	Ovo
Egg	ru	Яйцо
Egg	zhs	蛋
Egg	zht	蛋
Elder	de	Ältester
Elder	es	anciano
Elder	fr	ancêtre
Elder	it	Antico
Elder	ja	エルダー
Elder	ko	장로
Elder	pt	Ancião
Elder	ru	Старейшина
Elder	zhs	长老
Elder	zht	長老
Eldraine	de	Eldraine
Eldraine	es	Eldraine
Eldraine	fr	Eldraine
Eldraine	it	Eldraine
Eldraine	ja	エルドレイン
Eldraine	pt	Eldraine
Eldraine	zhs	艾卓
Eldrazi	de	Eldrazi
Eldrazi	es	Eldrazi
Eldrazi	fr	eldrazi
Eldrazi	it	Eldrazi
